,0
0,0.08527142857143528
1,0.011996067821075956
2,0.030524263236764798
3,0.02460487909278393
4,0.009781098367334944
5,0.017902688893231822
6,0.030247619369314246
7,0.003986934498550274
8,0.006743164268018631
9,0.04059239183596473
10,0.0003112019663944388
11,0.024459375550106834
12,0.01694999999999865
13,0.005218398268392468
14,0.023104745254739524
15,0.019177384330933946
16,0.010260488135682805
17,0.0067512621195226176
18,0.010907371442174175
19,0.017601182042043455
20,0.008613694378266923
21,0.01817103343973
22,0.0012140791529815288
23,0.02193196575706093
24,0.04190000000000742
25,0.06523650793651109
26,0.011374025974022468
27,0.017609882313249715
28,0.005992421237790286
29,0.011074522481070742
30,0.013146891302801464
31,0.023039532905766928
32,0.004272272855848358
33,0.023845845259982325
34,0.05563375975377713
35,0.023439033369995362
36,0.04355000000000709
37,0.02486904761905074
38,0.028090821678311846
39,0.017677008910860416
40,0.010994791379836192
41,0.015228325600790467
42,0.012113963521357355
43,0.015634301332402102
44,0.012509988725770138
45,0.00021485898712296557
46,0.08650803110630818
47,0.02087063815779482
48,0.058216666666674875
49,0.0005886904761875122
50,0.014182742257732143
51,0.01831059891906779
52,0.02357036289742435
53,0.009632573296264208
54,0.0038424817123063216
55,0.010021965671025798
56,0.0028946883047803462
57,0.003363108641459131
58,0.04684276386994428
59,0.02355412092204207
60,0.0338166666666662
61,0.008365873015868459
62,0.0015599525474598909
63,0.004444240196092642
64,0.0055686291821330156
65,0.003982950142910778
66,0.010944653556736503
67,0.018042953377952777
68,0.003942158851722388
69,0.07143842424609155
70,0.06009536396923524
71,0.022966696262358623
72,0.08991666666666714
73,0.007000000000003101
74,0.0053542457542371845
75,0.027807365224655437
76,0.004519404097366566
77,0.006225656603116493
78,0.0016181229211452615
79,0.00024319444079123456
80,0.04058492318674434
81,0.052368987171498856
82,0.06174098252732887
83,0.023178911005617985
84,0.09798333333333331
85,0.1060940476190582
86,0.09712671078920158
87,0.0004946581196451084
88,0.002832730193349233
89,0.012527815879767494
90,0.008051701435250191
91,0.02249304336693973
92,0.06786135377619573
93,0.04773723021099601
94,0.028809219421391186
95,0.02062656684161162
96,0.09926666666666666
97,0.09973055555556623
98,0.15275337162837394
99,0.06795214303671272
100,0.06159152426519756
101,0.050552104032501835
102,0.033936769974307855
103,0.05175590313984898
104,0.037256677490021484
105,0.05633541548970855
106,0.038267255128945896
107,0.02143523411496629
108,0.09963333333333318
109,0.11824047619048667
110,0.10266715784215089
111,0.06827835910006
112,0.06415313303181655
113,0.04833292906368745
114,0.0346028400927415
115,0.04317935073220224
116,0.023836404260334287
117,0.05134184945727081
118,0.047676944679077994
119,0.021151107328171923
120,0.09963333333333318
121,0.1034664682539788
122,0.07695515734264918
123,0.06544031805613833
124,0.05978041203721317
125,0.05164281197444209
126,0.03776061215298567
127,0.019764942089401136
128,0.02108575547119451
129,0.03208417389277769
130,0.03453983235067912
131,0.021276136873206442
132,0.09944999999999982
133,0.09738571428572503
134,0.09468572677321738
135,0.0640678161707669
136,0.05172209746736045
137,0.04547315041365792
138,0.03519243673644736
139,0.030375491134199205
140,0.03012323394641664
141,0.03207269705057918
142,0.03380631823030372
143,0.021277092527610713
144,0.05610158730159035
145,0.06448253968254605
146,0.01844072504507696
147,0.0853305006777196
148,0.009082199451002526
149,0.022817503760207976
150,0.010508712994187947
151,0.019799727117679706
152,0.0030253196147338457
153,0.012185619472212998
154,0.02617975263909951
155,0.027762430313003388
156,0.061123809523816734
157,0.050270290820301065
158,0.19776159987458983
159,0.006583991030002979
160,0.03577385396274971
161,0.022255966220932708
162,0.008509378448953164
163,0.004053406093105912
164,0.002433354830391421
165,0.017492923527333688
166,0.0008761953104954868
167,0.03620329891067493
168,0.07697341269841894
169,0.025065136252629586
170,0.023171867625405004
171,0.014329243678408467
172,0.013655005690506714
173,0.0277647058337218
174,0.01921144319098845
175,0.0073871862155496
176,0.014621370633015607
177,0.011692720330236973
178,0.01101826521785137
179,0.0196728575383324
180,0.020951984126987726
181,0.023643378843373124
182,4.768625334485855e-06
183,0.01098772591879922
184,0.0074370552319951815
185,0.00036482726313614717
186,0.028125000397885788
187,0.006342728305718793
188,0.016581482481454968
189,0.01884562187611965
190,0.022875299182875813
191,0.023466968592329274
192,0.007992857142854673
193,0.06115909923409536
194,0.01880836846975862
195,0.034655096226020504
196,0.01339969130127729
197,0.022723776528780017
198,0.04203964587785036
199,0.024292939484190777
200,0.0036137579817994148
201,0.011698180531921315
202,0.042435829005597316
203,0.02839176655041223
204,0.04098333333333924
205,0.06185667388168088
206,0.02344964520772631
207,0.0031404682993238626
208,0.01844327495941426
209,0.05614595821099445
210,0.0030497285323143213
211,0.05457243070564498
212,0.04058719443164799
213,0.017154156946596954
214,0.02390817707727516
215,0.030382820051506255
216,0.055571428571435336
217,0.027081687274072733
218,0.028537530116945327
219,0.026833612831092937
220,0.0202207813514596
221,0.019354290012914055
222,0.018987505369585357
223,0.0064216980344684845
224,0.010683559384632557
225,0.0038854151575717297
226,0.012111707266937288
227,0.008933749999996037
228,0.06542795930223075
229,0.08059208661439322
