,0
230,0.007413579668183577
231,0.005532203562145056
232,0.00886570481493574
233,0.012512806792054448
234,0.02709478559293244
235,0.009124220181360668
236,0.00016504349878165847
237,0.003519928982548936
238,0.0010194246399542251
239,0.0010718367346916158
240,0.07331457628082168
241,0.0007975733582096644
242,0.049043696503289595
243,0.02710567343805275
244,0.00881858409568609
245,0.039338730386127584
246,0.026619288258180277
247,0.02088244960765813
248,0.001706114207587206
249,0.0066064055817753094
250,0.0030743073442423357
251,0.009618163265302017
252,0.16768236416361637
253,0.04817921787362443
254,0.05416737877229232
255,0.01969058076769275
256,0.013628897222790103
257,0.009880872158175253
258,0.017014343115631818
259,0.0011089382372244173
260,0.002248057819630389
261,0.0014759222351581024
262,0.00396658340440306
263,0.009871207776209876
264,0.06043531746032344
265,0.014103213698073613
266,0.007740230494529251
267,0.018795959557852564
268,0.03392396651492529
269,0.03147989623374102
270,0.02894652774323567
271,0.012321823860963615
272,0.013732898929352755
273,0.014117157691694714
274,0.00689465757914851
275,0.014942995549277341
276,0.09158472222222853
277,0.13803701062010443
278,0.17705260550207907
279,0.0835067589096756
280,0.04613279214006433
281,0.08417200085541625
282,0.08372062703644757
283,0.09256311032500072
284,0.06436655346896464
285,0.04484430542546816
286,0.039728696535861974
287,0.018074109120261146
