,0
0,0.03734636361392842
1,0.05706712400062173
2,0.006445781405807956
3,0.0024595795767901277
4,0.012923218954038673
5,0.005580134836958511
6,0.012445635601561218
7,0.0029339600222169884
8,0.005764339273555241
9,0.013352557612118445
10,0.004656855561115401
11,0.03935761742814029
12,0.04798760387777529
13,0.06948762944676688
14,0.06031487457583752
15,0.06878783527566397
16,0.014484883733124615
17,0.003433615429999924
18,0.006814622564580429
19,0.008713100065432544
20,0.005956089394022535
21,0.005467334836110484
22,0.016583464146579196
23,0.039266856749175814
24,0.028987448517524342
25,0.02604931287247545
26,0.010459363529386609
27,0.007907520833867499
28,0.0034960633563208975
29,0.00585618668044966
30,0.03086427633804214
31,0.00884058456536403
32,0.022009088951092493
33,0.0018044918579965506
34,0.012605716189932996
35,0.040668540038024434
36,0.07479281048774705
37,0.03389685696408514
38,0.030848056673829807
39,0.0121247161613391
40,0.01342652377039267
41,0.005628768153055311
42,0.05730109969923545
43,0.004940184541016038
44,0.004939532274093716
45,0.0013404641156534924
46,0.13317748989717465
47,0.04038095613779971
48,0.07479281048774705
49,0.014212080249090552
50,0.03255303119454786
51,0.006422241960987552
52,0.024277601909530218
53,0.010389911235465633
54,0.03501268253199384
55,0.006142618969210505
56,0.00025330845657700607
57,0.0012310781262047275
58,0.045994983193531354
59,0.04244907331377616
60,0.07479281048774705
61,0.03149384373253273
62,0.037663486840518436
63,0.019774228446947942
64,0.011124692937273282
65,0.007992608297811909
66,0.023348690853528784
67,0.011755844083783861
68,0.0005691831218652688
69,0.0162216067076986
70,0.033692413578777045
71,0.04262374584675493
72,0.07362345077843929
73,0.024909150756026326
74,0.03136328443183692
75,0.018480911060206065
76,0.018070868734229095
77,0.014098107978371719
78,0.025985007774016237
79,0.012936063468120004
80,9.263123412817098e-06
81,0.0189679204980108
82,0.03380033789646681
83,0.04168318971295825
84,0.058884194311691625
85,0.031478738705430345
86,0.030544905844680687
87,0.013710963721009797
88,0.019929803203948954
89,0.013725116274227876
90,0.04358569905437343
91,0.006512711953999062
92,0.06471785637086863
93,0.016593378330433572
94,0.01825170571936876
95,0.04130918385337886
96,0.021153224772987415
97,0.03622967200732059
98,0.029191993827267712
99,0.04750682842112238
100,0.030860702426376858
101,0.011238979996621502
102,0.03702965117259737
103,0.02277873794685728
104,0.07107475251868273
105,0.013851486565422417
106,0.017660254665559906
107,0.0416601506337493
108,0.02028424026741193
109,0.03581028119761199
110,0.0683487956635166
111,0.002135438190247352
112,0.029324199685453398
113,0.017581708994172322
114,0.01347259547905625
115,0.022023520701846162
116,0.025764317139638337
117,0.012915918933542972
118,0.020227825692171623
119,0.04010097046587657
120,0.019895014777088348
121,0.035079485798958206
122,0.06395154164034111
123,0.0022987808996086214
124,0.02789398332734331
125,0.017137771865530817
126,0.01148214415783547
127,0.022023520701846162
128,0.025764317139638337
129,0.012915918933542972
130,0.00016026167854517716
131,0.04010097046587657
132,0.017732693101620498
133,0.02971337030330086
134,0.05725347771942024
135,0.003070408265304825
136,0.02462566600542122
137,0.016549588090977414
138,0.011985331504612031
139,0.022023520701846162
140,0.025764317139638337
141,0.012915918933542972
142,0.00024364329584641856
143,0.04010097046587657
144,0.00021715567536949364
145,0.052043091358758474
146,0.031686399546088005
147,0.012794087189259675
148,0.002082555183773249
149,0.014985297011705381
150,0.00872389956793195
151,0.017079444426650624
152,0.036774254286593255
153,0.023370830573447236
154,0.003404618483653943
155,0.051998820072577716
156,0.028771422494010303
157,0.011635153892471413
158,0.08566175868997049
159,0.0028957234269263
160,0.14280345689487753
161,0.006615275217931876
162,0.020350842255461958
163,0.004814144816737476
164,0.01691233589476865
165,0.018555157731185223
166,0.02259182017649818
167,0.026635093644703112
168,0.004546824712967155
169,0.020320114082251147
170,0.009837689913000425
171,0.07191056855236534
172,0.02337969594624702
173,0.04708895702781475
174,0.08001058939314085
175,0.038094885662193524
176,0.016396666864023635
177,0.0181170280664002
178,0.017059805278813716
179,0.033908384621262555
180,0.03850038645350368
181,0.03624283319851534
182,0.028821175205063384
183,0.016874269465620474
184,0.008933869201703018
185,0.02596512429218535
186,0.03670711789208511
187,0.028623912524818
188,0.006077376488935637
189,0.02503529672837866
190,0.023611239576950573
191,0.024761671279586648
192,0.05467214353598951
193,0.02176556046377116
194,0.024674380034814793
195,0.07964122977152382
196,0.017108069776505957
197,0.04769397571348089
198,0.0006850998050880207
199,0.009627061959213909
200,0.005405698845715401
201,0.016338027574207485
202,0.018094116654429764
203,0.019801445811229914
204,0.010091225336719897
205,0.009912690940444521
206,0.012738060433765309
207,0.016012147967192837
208,0.023718547750456075
209,0.017750979775538366
210,0.016407258616796032
211,0.006368978428901138
212,0.008949252693093657
213,0.005897243288378104
214,0.00820747597669104
215,0.02336684110504592
216,0.0725883694555421
217,0.018490961073196414
218,0.015314407306426834
219,0.0020332580984977035
220,0.04304862554882128
221,0.011492496285307125
222,0.03164077550465423
223,0.004268417112714214
224,0.0007921605703279933
225,0.0038878612382616425
226,0.006955552461393385
227,0.004785948248100493
228,0.00496998577451027
229,0.03920186439670743
230,0.02126235746390544
231,0.0037437842238222004
232,0.03902409997528203
233,0.013635149900534185
234,0.013201956215556313
235,0.010334637611580995
236,0.00420957079377704
237,0.015641781080065805
238,0.026132515951167175
239,0.041867739992013195
240,0.06264944449308602
241,0.03003258626472383
242,0.019259330331666213
243,0.11236024764386475
244,0.007642415909371451
245,0.00810034226005386
246,0.01106685557669353
247,0.003193011589790227
248,0.006486576366261043
249,0.011800296945804067
250,0.03312122263371311
251,0.1133151921309347
252,0.013935585092643182
253,0.035209553559434566
254,0.023745999726715497
255,0.02411323742263718
256,0.007844620913507017
257,0.06407551135940096
258,0.0026707223572037756
259,0.014169146216565006
260,0.07175231506022944
261,0.0012643398025362228
262,0.010903565337173375
263,0.015895423429101014
264,0.008336201390685643
265,0.061036449565740454
266,0.07226591863244895
267,0.007453267419661637
268,0.004484016318790717
269,0.00481783497391771
270,0.0016278383659704683
271,0.030273140294383608
272,0.009565522306589525
273,0.028926646216043888
274,0.011629196179070763
275,0.007196194593832687
276,0.038193133539889935
277,0.22442917265674206
278,0.37479095527797374
279,0.3555453504035995
280,0.44601948461287017
281,0.5477626178313716
282,0.5732111027629372
283,0.635526824117797
284,0.6908161960607546
285,0.733142182446201
286,0.7527387469663225
287,0.7799318627479784
