,0
0,0.05112033843994149
1,0.020815958976745676
2,0.03161341190338124
3,0.018186140060424672
4,0.012900638580322322
5,0.01492912411689743
6,0.02314890503883383
7,0.005145204067230314
8,0.008625239133834783
9,0.0015108335018158823
10,0.00016559004783642142
11,0.013213903307914797
12,0.06278230667114248
13,0.024614577293395924
14,0.026532287597656367
15,0.009863984584808484
16,2.494812011724523e-05
17,0.008564924001693883
18,0.013042172193527001
19,0.0007827639579772061
20,0.002110838890075739
21,0.0029549169540406136
22,0.00861275672912586
23,0.013838214278221194
24,0.022840900421142663
25,0.032507839202880785
26,0.0069047307968138506
27,0.008809673786163198
28,0.015238094329834041
29,0.0095588874816893
30,0.0019706499576570774
31,0.008410290479659946
32,0.006798833608627264
33,0.007736371755600061
34,0.02525929927825916
35,0.014721041917800966
36,0.06640026092529305
37,0.007832641601562428
38,0.011159045696258661
39,0.0492554426193236
40,0.014211285114288272
41,0.00947644710540756
42,0.0023380720615389134
43,0.008589287996292204
44,7.820129394525699e-05
45,0.0002319860458374889
46,0.008457629680633428
47,0.015980108380317753
48,0.07418803215026863
49,0.011909980773925851
50,0.025521695613861202
51,0.01330623626708998
52,0.02703120470046991
53,0.0041627538204194675
54,0.011135361194610376
55,0.003462489843368442
56,0.00445485115051264
57,0.0018581259250641735
58,0.013451744318008307
59,0.014794389605522219
60,0.012781829833984286
61,0.031913075447082585
62,0.017112231254577524
63,0.010920619964599478
64,0.0032371044158936123
65,0.012125482559203949
66,0.01713475942611716
67,0.025233755111694248
68,0.006804019212722723
69,0.0010988318920136363
70,0.00690353870391834
71,0.014563961029052799
72,0.05881965637207022
73,0.019074354171752857
74,0.02919858694076527
75,0.0029796838760374647
76,3.3164024353604656e-06
77,0.005124069452285612
78,0.0033244287967684055
79,0.02293620824813834
80,0.012160718441009577
81,0.00992310166358939
82,0.00099016070365894
83,0.009590480327606265
84,0.09318521499633779
85,0.022719535827636788
86,0.002812118530273553
87,0.02434307336807238
88,0.01944397687911993
89,0.009682426452636565
90,0.013587138652801728
91,0.015965774059295567
92,0.008090555667877253
93,0.050512681007385166
94,0.004658535718917729
95,0.008773329257965153
96,0.09854518890380849
97,0.02125253677368157
98,0.017027611732483027
99,0.013365566730499403
100,0.02657212018966669
101,0.011734014749527134
102,0.0017978405952455785
103,0.010796821117401214
104,0.009659200906753596
105,0.027975579500198276
106,0.003572635650634884
107,0.008353188037872378
108,0.09925874710082998
109,0.04678144931793205
110,0.034168407917022824
111,0.021540236473083632
112,0.015163388252258242
113,0.01583238363266007
114,0.012565029859542626
115,0.00474017381668082
116,0.00036150217056279965
117,0.013310835361480625
118,0.00737509250640881
119,0.007850670814514224
120,0.10027107238769521
121,0.015025954246521067
122,0.03320815563201916
123,0.02167575359344496
124,0.015807931423187198
125,0.0017891883850099212
126,0.006282140016555567
127,0.0062880587577818945
128,0.009064912796020563
129,0.0009102201461791125
130,0.00636904478073132
131,0.0071204984188080475
132,0.10119391441345205
133,0.0376057577133178
134,0.03513670682907116
135,0.02031382322311415
136,0.015334289073944032
137,0.01812709569931046
138,0.013723422288894433
139,0.0010697460174561436
140,0.006323516368866022
141,0.040465738773345854
142,0.01279206395149243
143,0.0062233316898346585
144,0.011603231430053621
145,0.02795279026031487
146,0.022510132789611934
147,0.0064764738082887085
148,0.01618130922317499
149,0.01669739961624161
150,0.012788642644882418
151,0.04777234196662912
152,0.02004712820053106
153,0.0007990074157713977
154,0.002004225254058956
155,0.0035589754581452056
156,0.017601127624511628
157,0.044188160896301336
158,0.0472876286506654
159,0.011266887187957899
160,0.03123726129531866
161,0.006887782812118376
162,0.008333860635757662
163,0.004221736192703158
